ID,Pages,Views,Title,Summary
425761941,3,235,English Exercise,"English Exercise  The document contains exercises to practice various tenses in English, including present simple, present continuous, past simple, present perfect, and comparatives. There are multiple choice questions and fill-in-the-blank exercises covering conditional sentences, verbs, prepositions, and rewriting sentences in different tenses. The writing prompt asks to describe a recently watched movie in at least 130 words."
382229781,140,2K,English Exercise,"English Exercise  This document contains an exercise to identify and correct errors in multiple passages of text. The passages are summaries of people's lives, family situations, jobs, and relationships. The learner is to underline the error on each numbered line and write the correction. This requires analyzing grammar, word order, vocabulary and spelling in short snippets of written English."
436894425,4,452,English Grammar Exercise,"English Grammar Exercise  This document provides an English grammar exercise at the elementary level. It includes exercises practicing different verb tenses including the present simple, present continuous, past simple, present perfect, and future simple tenses. Additional exercises cover using stative verbs, conjunctions, word order with time expressions, identifying incorrect words, and forming affirmative sentences. The exercises are designed to help students practice and improve their understanding of basic English grammar."
23770558,4,3K,Business English Exercise - Topic: English For Accounting 1 Designed,"Business English Exercise - Topic: English For Accounting 1 Designed  This document provides a sample exercise for practicing accounting, bookkeeping, and financial vocabulary in English. It contains 10 multiple choice questions related to accounting topics, along with explanations of key terms. The purpose is to help English language learners and others master specialized financial terminology. Additional sections define important accounting concepts and phrases in alphabetical lists to further support vocabulary acquisition in the domain of English for accounting. Additional sections define important accounting concepts and phrases in alphabetical lists to further support vocabulary acquisition in the domain"
662608365,4,124,English Exercise Grade 6 - Test 2,"English Exercise Grade 6 - Test 2  This document contains an English exercise test for grade 6 students. It includes multiple choice questions testing grammar concepts, sentence completion exercises, verb tense exercises, and rearranging scrambled paragraphs. The test covers topics such as parts of speech, verb conjugation, sentence structure, and reading comprehension."
662608108,7,227,English Exercise Grade 6 - Test 1,"English Exercise Grade 6 - Test 1  The document contains an English exercise test for grade 6 with multiple choice questions, fill-in-the-blank exercises, a reading comprehension passage, and exercises rearranging sentences and writing equivalent sentences. The test covers topics such as verbs, prepositions, parts of speech, comprehension of a short story, and rewriting sentences to maintain the same meaning."
219808068,3,405,Medical English Exercises,"Medical English Exercises  The document provides information about visiting a doctor's surgery for medical advice. It discusses a patient, Dr. Wilson, returning to the practice with a recurring problem of heartburn. The doctor realizes more questions need to be asked to see if anything has been missed or left out that could help with Dr. Wilson's condition, which seems to be getting worse rather than improving."
267011528,2,195,English Exercise 3,"English Exercise 3  This document contains an English practice worksheet for students in Class P.3. It includes three sections: 1) Filling in blanks with correct prepositions or verb forms. Questions cover topics like locations of objects, celebrations, and past tense verbs. 2) Identifying correct uses of ""is/are"" and negatives ""isn't/aren't"" based on examples of questions about the contents of a fridge. 3) Determining weather conditions for each day of the past week by looking at a table and filling in blanks in statements about the weather. 3) Determining weather conditions for each day of the"
430880932,48,673,English Exercise PDF,"English Exercise PDF  The document summarizes key parts of speech in the English language, including verbs, adjectives, adverbs, pronouns, and prepositions. It provides definitions and examples for each part of speech. For verbs, it discusses tense. For adjectives, it explains how they modify nouns and provides examples of adjective placement and forms. It also includes exercises for learners to practice using different parts of speech in sentences."
482038532,5,428,Present Perfect Tense Exercise 1,"Present Perfect Tense Exercise 1  The document contains two exercises on using the present perfect and past perfect tenses in English. The first exercise provides 10 sentences with verbs missing that must be filled in using the present perfect tense based on time clues like ""already"" or ""just"". The second exercise similarly provides 10 sentences but requiring the past perfect tense to be used based on the sequence of events, such as ""before"". The exercises are meant to practice using these tenses in English grammar. The second exercise similarly provides 10 sentences but requiring the past perfect tense to be used based on the"
668227750,5,156,15 Must-Know English Idioms About Health To Exercise Your Language Skills FluentU English,"15 Must-Know English Idioms About Health To Exercise Your Language Skills FluentU English  The document provides a summary of 15 common English idioms related to health. Some examples included are ""an apple a day keeps the doctor away"" meaning to eat healthily, ""under the knife"" meaning to have surgery, ""under the weather"" meaning feeling unwell, ""back on one's feet"" meaning recovered from illness, and ""a spring in one's step"" meaning feeling energetic. The purpose of learning these health idioms is that they are commonly used in everyday English conversations about well-being and can help one sound like a native English speaker. Some examples included are ""an apple a day keeps the doctor away"" meaning to eat healthily, ""under the knife"" meaning to have surgery, ""under the"
483075122,2,177,English Exercise PDF,"English Exercise PDF  This document contains an English exercise lesson about rooms in a house. It includes activities like matching furniture to rooms, filling in blanks about where common items are located, unscrambling jumbled letters to form words related to rooms, and answering comprehension questions about a short text describing a house. The lesson teaches vocabulary associated with different rooms in a home."
411822849,76,2K,English Exercise,"English Exercise  The document provides the examination specifications for Class XII English Core exams which will assess students on their reading, writing and literature skills. The reading section will contain 3 unseen passages totaling 1400-1600 words and include comprehension questions in various formats like MCQs, short answer questions and a note-making/summary exercise. The writing section will assess short answer, long answer and very long answer questions in formats like notices, letters and compositions. The literature section will evaluate comprehension of prescribed texts through short and long answer questions, in addition to questions based on an unseen novel. The writing section will assess short answer,"
360963457,45,305,Trường Đại Học Y Khoa Phạm Ngọc Thạch: Name: Class,"Trường Đại Học Y Khoa Phạm Ngọc Thạch: Name: Class  The document is an English reading comprehension test containing multiple choice questions about three passages on various health topics. The first passage discusses sleep wellness and provides tips on maintaining a healthy sleep schedule and bedroom environment. The second passage is about asthma, covering its symptoms, causes, and treatments. The third passage focuses on lung cancer, explaining its development and risk factors as well as diagnostic procedures and treatment options like chemotherapy, radiation therapy, and surgery. The third passage focuses on lung cancer,"
245248688,9,464,English - Exercise List - 1,"English - Exercise List - 1  This document contains a list of 14 exercises for students in the 2nd grade. The exercises include completing sentences with phrases, verbs, prepositions; answering questions in different verb tenses; describing memories from childhood; and completing conversations. The exercises focus on grammar, verb tenses, descriptive writing, and filling in missing words. The document provides a series of language learning activities for a 2nd grade classroom."
383571079,2,99,EXERCISE 1. Choose The Right Form,EXERCISE 1. Choose The Right Form  This document provides a series of exercises in English grammar. Exercise 1 contains 31 sentences where the learner must choose between the present continuous tense (e.g. is working) and the simple present tense (e.g. works). Exercise 2 provides 15 sentences in Romanian and asks the learner to translate them to English. The exercises focus on verb tenses and forming sentences in both English and Romanian. About Legal
471896027,6,42,English Vocabulary Exercise,"English Vocabulary Exercise  The document provides a vocabulary exercise with 12 fill-in-the-blank questions covering words like insipid, insolent, insinuated, inexplicable, indifference, indigent, indignation, guileless, flagrant, endured, endeavor, and enchanted."
446467118,23,259,Common Mistakes in English - EXERCISE - EDITABLE,"Common Mistakes in English - EXERCISE - EDITABLE  This document provides exercises to practice grammar concepts related to parts of speech including nouns, adjectives, verbs, and adverbs. The exercises include identifying correct verb forms and parts of speech, using words like fewer/less and many/much properly, and correcting grammatical errors. The exercises are meant to provide ample practice with common grammar mistakes covered in an accompanying text."
470109590,5,50,Complete Dialogue With Will' or Be Going To',"Complete Dialogue With Will' or Be Going To'  1. Silvia is a nursing student from Bantul, Indonesia. 2. Hand washing helps protect against viruses like the flu and other illnesses without vaccines such as the common cold. 3. In a seminar last week, Professor Erwin suggested people conduct healthy living through regular exercise."
258094743,3,44,English Exercise,"English Exercise  The document contains examples of sentences using different English verb tenses: - Paragraphs 1-4 provide examples of sentences using past tense verbs to describe actions that were occurring or happened in the past. - Paragraph 5 uses a present tense verb to describe a general fact. - Paragraph 6 uses a present perfect tense verb to describe an action that began in the past and continues in the present. - Paragraphs 7-10 provide examples for students to practice putting verbs into different tenses, including past and future perfect tenses. - Paragraph 6 uses a present perfect tense verb to describe an action that began in the"
728918168,21,2K,p4 English Exercise For HK,p4 English Exercise For HK  p4 English Exercise For HK 
16771263,31,2K,English Exercises by DjRay,"English Exercises by DjRay  This document contains a series of English exercises from DLS Language Studio focusing on verbs and tenses. The exercises provide sentences with blanks to be filled in with the correct verb form, including simple past and present perfect. The document is divided into multiple sections with similar grammar exercises targeting various verb forms and contexts."
337163760,16,1K,Medical English Vocabulary Exercises,"Medical English Vocabulary Exercises  This document contains a series of multiple choice questions related to medical English vocabulary. The questions cover topics such as symptoms, medical procedures, doctor/patient interactions, and medical terms. Response options are provided for each question to test understanding of English terms commonly used in medical contexts."
829280035,2,29,English exercise for begginers,"English exercise for begginers  This document is an exercise worksheet for Unit 5, focusing on verb conjugation, negative forms, auxiliary verbs, and question formation in English. It includes multiple sections where learners must fill in the correct verbs, choose the right forms, and answer questions in present simple. Additionally, it requires learners to write years correctly and reorder questions."
373572514,2,510,English Grammar Exercise,"English Grammar Exercise  This document provides an English grammar exercise about the simple present tense. It discusses how to form positive and negative statements in the simple present tense using the verb ""to be"" and other verbs. It includes examples and two exercises for students to practice filling in sentences using the correct verb forms."
615167175,5,125,English Exercise,"English Exercise  The document summarizes a negotiation between a Turkish rug exporter and a department store buyer. They agreed on a quantity of 150 rugs with a 10% discount. The buyer wanted delivery by the end of the month, but it was uncertain if that date could be met."
452479888,276,3K,ENGLISH EXERCISE BOOK (WITH ANSWER) .PDF Versão 1,"ENGLISH EXERCISE BOOK (WITH ANSWER) .PDF Versão 1  This document provides a series of exercises to practice forming sentences in the present simple tense using the verb ""to be"" in English. It includes examples of positive, negative, and question sentence structures with ""be"" and covers topics like occupations, locations, descriptions, times, frequencies and more. The exercises are presented with blanks to be filled in and include the answers. The goal is to help learners practice properly constructing sentences in the present simple tense. The"
455962080,11,36,English Vocabulary Exercise,English Vocabulary Exercise  El documento presenta una lista de 12 ejercicios de vocabulario en inglés con sus respectivas traducciones al español.
438534517,4,457,English Grammar Exercise,"English Grammar Exercise  The document contains an English grammar exercise with 12 fill-in-the-blank questions about verb tenses and parts of speech. The questions cover topics like using the present, past, and present perfect tenses correctly; distinguishing between verbs like ""do"" and ""does""; and identifying the differences between phrases like ""Would you mind.."" and ""Do you mind.."". The answers to the questions are provided at the end."
423076830,4,502,Nglish Grammar Exercise,Nglish Grammar Exercise  This document contains a 10 question English grammar exercise to test advanced grammar and vocabulary knowledge. It informs the reader that the exercise is for levels C1 to C2 of the Common European Framework of Reference for Languages. It wishes the reader good luck and states they will receive their results after completing all the multiple choice questions.
426298987,5,146,English Exercises,"English Exercises  Verb Tense Revision Chart provides a summary of English verb tenses with examples. It lists: 1) Present Simple for regular activities, Present Continuous for ongoing actions, Present Perfect Simple for recent or unfinished past events, and Present Perfect Continuous for ongoing actions begun in the past that continue today. 2) Past Simple for finished past actions, Past Continuous for ongoing past actions, Past Perfect Simple for completed actions before a past time, and Past Perfect Continuous for ongoing actions before a past time. 3) Future Simple for predictions, Future Continuous for ongoing future actions, Future Perfect for completed future actions, and Future Perfect Continuous for estimated ongoing future actions. 4) Conditional Simple for probable actions in imaginary English Exercises  Verb Tense Revision Chart provides a summary of English verb tenses with examples. It lists: 1) Present Simple for regular activities, Present Continuous for ongoing actions, Present Perfect Simple for recent"
511481445,5,163,Future Tenses in English - Exercise,Future Tenses in English - Exercise Future Tenses in English - Exercise
139921310,14,15K,Form 1 General English Exercise,"Form 1 General English Exercise  The document provides information and exercises about English tenses including the present, past, and future tenses. It discusses the simple present, present continuous, simple past, present perfect, and simple future tenses. Examples are given for forming affirmative and negative statements as well as questions. Exercises require filling in blanks or rewriting sentences using the appropriate tense."
578511817,5,244,Any English Exercise,"Any English Exercise  This document contains a test with 35 multiple choice questions in Indonesian. The questions cover a range of English grammar topics, including parts of speech, verb tenses, pronouns, prepositions, and sentence structure. For each question there are 4 answer options provided in Indonesian letters a, b, c, or d."
487349682,57,4K,Aviation English Exercises,"Aviation English Exercises  The document provides an exercise to teach aviation vocabulary related to parts of an airplane. It includes drawings of airplanes labeled with the parts. In a conversation, a pilot named Peter asks a student pilot named Juan to identify parts of the airplane like the fuselage, nose, tail, cockpit, cabin, baggage hold, landing gear, wings, and jet engines or propeller. Juan correctly identifies each part. The document then provides photos of each part for a matching quiz. Key parts of an airplane discussed include the fuselage, wings, propeller or jet engines, nose, tail, cockpit, cabin, baggage hold, and landing gear. In a conversation, a pilot named Peter asks a student pilot named Juan to identify parts of the airplane like the fuselage, nose, tail, cockpit, cabin,"
401137727,2,173,English Exercise,English Exercise  1. The document contains a class test with 5 questions covering various language and writing skills. 2. The first question contains 4 errors to identify and correct in 4 sentences about table manners. 3. The second question asks to choose the most appropriate option to complete 3 blanks in a paragraph about receiving an invitation from a friend. 4. The third question involves rearranging words and phrases to form 3 meaningful sentences. 5. The last question provides an outline for a story and asks to develop it with a suitable heading and 5 marks are allocated for this question. The second question asks to choose the most appropriate option to complete 3 blanks in a paragraph about receiving
475205049,7,130,American vs. British English (Exercise 1),American vs. British English (Exercise 1)  This document provides two exercises comparing American and British English spelling and vocabulary. The first exercise lists 198 pairs of words where the spelling differs between American and British English. The second exercise lists 200 pairs comparing vocabulary commonly used in American English versus British English. The exercises are intended to highlight differences in spelling and terminology between the two variants of the English language. Get our
40768703,5,130,English Exercises,"English Exercises  The document provides information on using nouns in English including articles, plural forms, and possessive cases. It discusses using ""a/an"" as indirect articles and ""the"" as a direct article. For plural forms, it explains adding ""s"" or ""es"" depending on the singular word. For possessives, it notes adding an apostrophe + ""s"" for people and things or using ""of"" for things. The document also covers verb conjugations for ""be"", ""have"", and other verbs in the simple present tense. The document also covers verb conjugations for ""be"", ""have"", and other verbs in"
434124388,2,261,Class Name:: Which Sentences Are Closest in Meaning To The Five Sentences Below?,"Class Name:: Which Sentences Are Closest in Meaning To The Five Sentences Below? This document provides paraphrasing exercises and examples of sentences to paraphrase from student paragraphs. It includes the original sentences, potential paraphrases of those sentences, and prompts the student to write their own paraphrases. The goal is to practice paraphrasing while avoiding plagiarism. It covers topics including homelessness, property prices, computer use and health risks, drug resistance and HIV treatment, and pollution levels in Chinese cities. It covers topics including homelessness, property prices, computer use and health risks, drug resistance and HIV treatment, and pollution"
263039723,186,2K,English Grammar Exercise,"English Grammar Exercise  This document provides guidance on proper English spelling rules and conventions. It begins by explaining that English spelling can appear illogical due to differences between spoken and written English. It then outlines spelling rules and exceptions for adding suffixes like -er, -ed, -ing, -ly, and -s. Next, it discusses differences between words ending in -ible and -able. The document also compares spelling conventions between British and American English. Finally, it briefly introduces idiomatic phrases in English and notes their meanings may differ from literal translations. The overall document serves as a reference for standard English spelling and grammar. Next, it discusses differences between words"
232776170,19,258,English Exercise,English Exercise nothing English Exercise nothing
478010774,106,975,English Exercise 2 PDF,English Exercise 2 PDF  English Exercise 2 PDF 
437712915,2,204,English Grammar Exercise 2 & 3,English Grammar Exercise 2 & 3  This document contains two exercises completed by Eka Syamratul F.A.A. The first exercise identifies adjective phrases in 10 sentences. The second exercise identifies adverb phrases in 10 sentences. Both exercises provide practice identifying different types of phrases in English sentences.
446857834,11,353,English Exercises K10,"English Exercises K10  This document contains an English language exercise on the topic of gender equality. It includes multiple choice questions, fill-in-the-blank exercises, and passages to be summarized. The exercises test comprehension of vocabulary related to gender issues and concepts like feminism, equality, and discrimination. Students are asked to identify keywords, complete sentences using passive voice and modal verbs, and understand meanings in context. The goal of the exercises is to promote discussion and understanding of gender equality. The goal of the exercises is to promote discussion and"
359621680,533,802,English Grammar Exercises,"English Grammar Exercises  This document contains the contents section of an English grammar workbook. It lists 232 exercises covering a wide range of English grammar topics, including parts of speech, verb tenses, passive voice, relative clauses, conditionals, and more. The exercises are organized from basic concepts like pronouns and articles to more advanced topics such as reduced relative clauses."
500620221,17,10,Cie Primary 4 Chapter 7 What Would You Do? English Exercise,Cie Primary 4 Chapter 7 What Would You Do? English Exercise  The document repeats information about an English exercise for CIE Primary 4 students on chapter 7 about what they would do in different situations.
350719834,3,111,Intermediate English Exercise,"Intermediate English Exercise  This document contains an intermediate English test with several sections on language usage, including: 1. Completing sentences with appropriate words to maintain meaning. 2. Completing sentences with derived word forms. 3. Choosing the correctly matching sentence for a main sentence. 4. Completing a passage using past simple verbs. 5. Filling blanks with suitable words. 6. Completing sentences with question forms. 7. Rewriting sentences using given prompts. The test assesses vocabulary, grammar, and rewriting skills in the English language. It contains short-answer and fill-in-the-blank questions to evaluate intermediate proficiency. Rewriting"
426559376,18,824,Complete The Worksheet. Fill in The Gaps With The Adjectives Provided,Complete The Worksheet. Fill in The Gaps With The Adjectives Provided  English Exercise verbs September 19 2019 p1 Complete The Worksheet. Fill in The Gaps With The Adjectives Provided  English Exercise verbs September 19 2019 p1 This document has been already unlocked to download. No subcription needed just to read and download this document. 
671035002,5,466,English Vocabulary Exercises For A1 - Clothes,"English Vocabulary Exercises For A1 - Clothes  The document contains an English vocabulary exercise for clothing for beginner (A1) level students. It includes exercises with tasks like finding clothing items in a word search, matching clothes to pictures of teenagers, describing outfits, and completing sentences with clothing vocabulary. The exercises focus on building foundational vocabulary around common items of clothing and practicing descriptive language related to dress."
433043778,3,274,English Exercises,"English Exercises  This document provides examples of sentences to rewrite in order to practice English grammar. It contains two exercises, each with 10 sentences, where the goal is to rewrite the sentences to have the same meaning while changing the structure or words. For each sentence, space is provided below to write the rewritten sentence. The document also provides additional links to other practice exercises at different English levels. Get our"
482703486,16,105,English Exercise,"English Exercise  The document is a grammar and vocabulary test with multiple choice questions. It covers topics like parts of speech, tenses, vocabulary, and comprehension of a visual text (flyer). The flyer is advertising the ""I Am Cybersmart"" exhibition to teach children and youth about online safety. It shares a story of a girl named Kelly who was almost lured away by a stranger who knew personal details about her that were posted online. The organizers aim to educate people on dangers of the online world through this exhibition. It shares a story of a girl named Kelly who was almost lured away by a"
441959913,4,101,Exercise 2 - Business English Exercise,Exercise 2 - Business English Exercise  The document provides examples of rephrasing less formal or diplomatic statements into more professional language. It includes 10 examples of informal statements and potential rephrasings that are more appropriate for business situations. The goal is to express the same ideas or ask the same questions but in a way that sounds more formal and considers diplomacy.
544622119,12,264,Suayed División de Universidad Abierta (DUA) : U N A M F D,"Suayed División de Universidad Abierta (DUA) : U N A M F D  This document provides English exercises for students in a university course. It includes multiple grammar, vocabulary and language practice activities. The exercises focus on topics like verb tenses, prepositions, parts of speech, and everyday language used for making plans and arrangements. The goal is to help students improve their English communication skills through interactive tasks."
342081312,4,471,14-English Vocabulary Exercise,"14-English Vocabulary Exercise  The document contains an English vocabulary exercise with 10 multiple choice questions testing words related to hospitality, charity, government subversion, work ethic, personality types, religious texts, nobility titles, accuracy, books, and religious belief. It then provides another vocabulary exercise with sentences to be completed using the correct word from a list of options. The exercises are designed to help test and improve the reader's knowledge of English vocabulary. Get our"
417686219,6,162,English Exercise,"English Exercise  The document provides examples of sentences with blanks to be filled in with abstract nouns. It gives clues in parentheses next to each blank to indicate the appropriate abstract noun. It then provides a list of sentences with meanings and asks the reader to match each one to the correct abstract noun. Finally, it provides exercises for the reader to practice forming abstract nouns from given root words and using appropriate collective nouns. About Support"
417496386,5,2K,GMAT English Exercise,"GMAT English Exercise  This document contains 14 multiple choice questions about quantitative reasoning and data sufficiency. Each question includes 1-2 statements and the task is to determine whether each statement alone or both statements together are sufficient to answer the question posed. The questions cover a range of topics including proportions, rates, percentages, and arithmetic operations."
240350440,11,320,Business English Exercise,"Business English Exercise  The document contains 4 questions with 10 multiple choice responses each about business and workplace terminology. The questions cover topics such as common business phrases, time management, office organization, hiring processes, and roles/responsibilities. The questions test understanding of words and phrases frequently used in professional settings."
289876744,158,2K,English Exercises,English Exercises English Exercises English Exercises English Exercises
266649204,14,2K,English Exercise (For High School),"English Exercise (For High School)  The document provides a summary of an English exercise from a national exam in Indonesia. It involves multiple reading comprehension passages and questions. The first passage discusses an agreement between the Indonesian government and WWF to protect forests and ecosystems in Sumatra. The second passage is about the Wakatobi archipelago in Indonesia, which contains many species of fish and coral. The third passage describes auroras and how they are caused by collisions of particles with atoms in the atmosphere. The third passage describes auroras and how"
438334208,6,44,English Exercise,"English Exercise  The document contains an English exercise test for grade 4 students with multiple choice questions, fill in the blank questions, and short answer questions about numbers, colors, days, months, rooms and hobbies in English and Indonesian."
465212558,5,733,T053-All Tenses - English Grammar Exercises B,"T053-All Tenses - English Grammar Exercises B  This document is a gap-fill exercise testing knowledge of verb tenses. It provides 20 sentences with missing verbs for the user to choose the correct verb form based on the tense. The sentences cover a variety of simple and continuous tenses including past, present, and future to assess proficiency in using verbs across different time frames."
371116565,8,394,English Grammar Exercise,"English Grammar Exercise  The document provides examples to practice using articles (a, an, the) correctly with countable and uncountable nouns. It gives 10 sentences where the reader must identify whether a, an, or the is the correct article to complete the sentence. Below the sentences are the answers identifying the right article for each sentence. The purpose is to help the reader practice identifying and using English articles properly in different contexts."
669750320,5,370,Focus1 2E Unit Test Vocabulary Grammar UoE Unit6 GroupA B ANSWERS,"Focus1 2E Unit Test Vocabulary Grammar UoE Unit6 GroupA B ANSWERS  This document contains the answer key for Unit Test 6, which assesses vocabulary, grammar, and use of English skills. It provides the correct answers for 10 exercises testing these areas, with answers grouped into sets A and B. The exercises cover vocabulary like sports terms, grammar concepts like past tenses, and prepositions of place and time. The concise answer key allows for easy marking of the test."
85454365,3,2K,ENGLISH EXERCISE Grade 1 Elementary School,"ENGLISH EXERCISE Grade 1 Elementary School  This English exercise document for elementary school grade 1 students contains three sections. The first section provides 10 multiple choice questions testing vocabulary like names, occupations, likes and dislikes. The second section asks students to fill in 5 blank spaces with answers. The third section provides 5 short answer questions testing addition, colors, animals and translations between English and Indonesian. The document aims to teach basic English vocabulary and phrases to elementary school students. The document aims to teach basic English vocabulary and phrases"
646313065,5,412,English Vocabulary Exercises For A1 Family English Practice Online,"English Vocabulary Exercises For A1 Family English Practice Online  This document contains an English vocabulary exercise for beginner level students (A1) about family relationships. It includes multiple choice questions to test understanding of terms like cousin, grandfather, nephew, niece, etc. It also has exercises matching family members on a family tree and describing family members of one's own family. The exercises help learn vocabulary for describing family members and relationships. Unlock this document Upload a document to download this document or subscribe"
499492662,3,122,I. Choose The Correct Preposition (At / in / On / From / To),"I. Choose The Correct Preposition (At / in / On / From / To)  The document provides examples of using prepositions and changing sentences to negative, interrogative, and negative interrogative forms. It also provides examples of indefinite articles, changing verbs to simple present and past tense, and completing sentences with simple past verb forms."
458500800,2,190,Where Are You From?: Name: Class: Date,"Where Are You From?: Name: Class: Date  The document is a worksheet that asks a student to identify eight countries and nationalities based on their flags. It provides drawings of the flags and spaces for the student to write the corresponding country and nationality. The flags represented are: Malaysia, Vietnam, Thailand, Cambodia, Indonesia, Korea, Singapore, Japan, Brunei, Myanmar, Philippines, China, Laos, and Brazil. The student is then asked to color in the flags. Get our"
132063900,6,401,English Exercises,"English Exercises  The document provides exercises to test understanding of parts of speech including nouns, pronouns, adjectives, verbs, and adverbs. For nouns, the exercises test singular and plural forms, countable and uncountable nouns. For other parts of speech, the exercises test forming different tenses, identifying parts of speech in sentences, and correcting grammatical errors. The document also provides links to additional online exercises testing grammar and parts of speech."
